chr	start	stop
ENSMUSG00000022466	chr15	97572977	97603725
ENSMUSG00000022469	chr15	97637887	97665853
ENSMUSG00000022475	chr15	97687372	97742383
ENSMUSG00000022479	chr15	97752306	97808511
ENSMUSG00000052369	chr15	97862034	97868167
ENSMUSG00000033075	chr15	97927098	97996615
ENSMUSG00000033065	chr15	97990451	98031417
ENSMUSG00000022992	chr15	98415530	98432604
ENSMUSG00000011960	chr15	98436570	98468804
ENSMUSG00000022994	chr15	98487854	98507957
ENSMUSG00000022999	chr15	98801794	98816112
ENSMUSG00000023004	chr15	98827738	98832493
ENSMUSG00000100599	chr15	99147112	99181410
ENSMUSG00000023007	chr15	99192957	99214904
ENSMUSG00000023008	chr15	99215092	99268397
ENSMUSG00000023009	chr15	99319910	99355667
ENSMUSG00000054619	chr15	100202021	100227888
ENSMUSG00000009733	chr15	100395893	100449917
ENSMUSG00000009739	chr15	100473193	100498423
ENSMUSG00000053559	chr15	100516533	100535162
ENSMUSG00000056851	chr15	102378928	102408805
ENSMUSG00000099083	chr15	102434381	102533934
ENSMUSG00000022484	chr15	102875134	102880330
ENSMUSG00000022485	chr15	102875878	102925861
ENSMUSG00000009575	chr15	103099505	103148419
ENSMUSG00000022488	chr15	103362221	103407240
ENSMUSG00000022529	chr16	3561921	3568654
ENSMUSG00000014232	chr16	3726572	3768254
ENSMUSG00000022521	chr16	3899192	4031861
ENSMUSG00000022519	chr16	4294124	4359680
ENSMUSG00000014303	chr16	4412499	4443249
ENSMUSG00000014301	chr16	4434328	4442864
ENSMUSG00000022517	chr16	4703484	4756345
ENSMUSG00000022516	chr16	4756625	4774545
ENSMUSG00000022515	chr16	4759286	4782817
ENSMUSG00000022540	chr16	4826587	4831462
ENSMUSG00000022536	chr16	4831762	4868330
ENSMUSG00000022544	chr16	5057131	5073888
ENSMUSG00000008658	chr16	5124665	7230343
ENSMUSG00000022711	chr16	8455418	8480331
ENSMUSG00000008393	chr16	8476435	8490033
ENSMUSG00000022710	chr16	8506590	8610241
ENSMUSG00000022507	chr16	8647958	8677656
ENSMUSG00000022505	chr16	10099459	10131832
ENSMUSG00000022503	chr16	10229722	10243193
ENSMUSG00000022504	chr16	10297923	10347694
ENSMUSG00000116038	chr16	10602518	10630590
ENSMUSG00000022500	chr16	10777139	10884021
ENSMUSG00000022498	chr16	10892772	10952581
ENSMUSG00000097537	chr16	11020710	11082342
ENSMUSG00000022545	chr16	12927505	12969860
ENSMUSG00000009569	chr16	13073858	13235394
ENSMUSG00000022685	chr16	13350710	13486042
ENSMUSG00000022684	chr16	13486075	13521522
ENSMUSG00000022682	chr16	13598376	13635974
ENSMUSG00000022681	chr16	13636667	13657770
ENSMUSG00000022680	chr16	13649121	13721525
ENSMUSG00000022679	chr16	13721017	13768951
ENSMUSG00000022678	chr16	13980922	14010792
ENSMUSG00000018830	chr16	14012399	14109236
ENSMUSG00000022677	chr16	14114492	14135269
ENSMUSG00000022676	chr16	14523425	14527252
ENSMUSG00000022674	chr16	15306905	15413637
ENSMUSG00000022673	chr16	15440211	15455264
ENSMUSG00000022672	chr16	15455698	15660099
ENSMUSG00000022671	chr16	15666199	15681233
ENSMUSG00000022792	chr16	16120366	16157367
ENSMUSG00000022789	chr16	16128677	16176904
ENSMUSG00000022788	chr16	16234775	16418414
ENSMUSG00000022783	chr16	16568950	16647402
ENSMUSG00000022779	chr16	16688572	16711269
ENSMUSG00000022771	chr16	16900219	16929128
ENSMUSG00000022769	chr16	16948002	16950252
ENSMUSG00000022765	chr16	17223846	17251065
ENSMUSG00000022761	chr16	17326299	17344202
ENSMUSG00000022760	chr16	17342716	17349002
ENSMUSG00000012114	chr16	17468495	17550755
ENSMUSG00000022750	chr16	17577082	17611252
ENSMUSG00000012017	chr16	17615056	17626317
ENSMUSG00000022721	chr16	18065853	18072636
ENSMUSG00000022718	chr16	18069575	18107140
ENSMUSG00000013539	chr16	18118671	18165977
ENSMUSG00000009097	chr16	18399729	18409421
ENSMUSG00000022706	chr16	18690767	18696113
ENSMUSG00000022702	chr16	18695787	18789059
ENSMUSG00000033918	chr16	20098568	20121167
ENSMUSG00000022822	chr16	20150053	20245192
ENSMUSG00000022841	chr16	20354186	20366675
ENSMUSG00000006998	chr16	20470346	20485708
ENSMUSG00000033653	chr16	21217550	21463818
ENSMUSG00000022853	chr16	21580036	21606563
ENSMUSG00000033618	chr16	21613096	21752189
ENSMUSG00000022855	chr16	21828056	21868933
ENSMUSG00000033581	chr16	21877759	21982499
ENSMUSG00000022858	chr16	22063266	22084824
ENSMUSG00000013089	chr16	22200052	22259662
ENSMUSG00000022861	chr16	22283359	22476155
ENSMUSG00000022884	chr16	22925894	22932886
ENSMUSG00000022881	chr16	22932519	22946794
ENSMUSG00000022885	chr16	23043460	23179103
ENSMUSG00000033355	chr16	23337811	23432972
ENSMUSG00000022508	chr16	23783802	23807602
ENSMUSG00000033306	chr16	24212130	24811328
ENSMUSG00000022512	chr16	26175392	26190596
ENSMUSG00000022514	chr16	26400350	26548880
ENSMUSG00000022528	chr16	29882134	29886643
ENSMUSG00000022533	chr16	30131241	30224793
ENSMUSG00000022538	chr16	30378244	30406428
ENSMUSG00000022770	chr16	31482187	31693947
ENSMUSG00000022774	chr16	31767098	31783595
ENSMUSG00000022772	chr16	31777145	31822453
ENSMUSG00000022781	chr16	31835105	31898186
ENSMUSG00000052384	chr16	31960320	31984521
ENSMUSG00000022787	chr16	32066045	32075901
ENSMUSG00000014074	chr16	32096275	32120252
ENSMUSG00000053774	chr16	32151026	32212565
ENSMUSG00000014075	chr16	32238496	32248056
ENSMUSG00000022797	chr16	32427556	32451612
ENSMUSG00000022791	chr16	32462692	32502311
ENSMUSG00000022800	chr16	32697870	32729345
ENSMUSG00000022801	chr16	32734457	32836017
ENSMUSG00000022802	chr16	32882889	32948065
ENSMUSG00000022807	chr16	33005416	33063707
ENSMUSG00000022808	chr16	33071756	33120735
ENSMUSG00000022811	chr16	33201136	33324733
ENSMUSG00000022817	chr16	33649988	33771137
ENSMUSG00000022814	chr16	33774077	33787429
ENSMUSG00000022836	chr16	34565580	34822790
ENSMUSG00000035376	chr16	34842791	34930429
ENSMUSG00000034473	chr16	35131458	35184321
ENSMUSG00000022844	chr16	35217673	35311289
ENSMUSG00000022848	chr16	35514432	35589732
ENSMUSG00000022849	chr16	35590706	35648847
ENSMUSG00000034422	chr16	35653231	35692003
ENSMUSG00000022906	chr16	35758840	35792980
ENSMUSG00000022905	chr16	35799120	35859478
ENSMUSG00000022901	chr16	36424044	36486443
ENSMUSG00000022900	chr16	36514111	36550355
ENSMUSG00000022899	chr16	36570475	36605334
ENSMUSG00000022838	chr16	36613246	36695365
ENSMUSG00000022837	chr16	36648633	36694405
ENSMUSG00000034243	chr16	36695502	36753447
ENSMUSG00000022831	chr16	36754709	36783579
ENSMUSG00000022829	chr16	36927438	37205354
ENSMUSG00000022828	chr16	37330152	37360180
ENSMUSG00000022827	chr16	37360233	37394268
ENSMUSG00000022821	chr16	37400515	37452388
ENSMUSG00000022820	chr16	37467242	37474815
ENSMUSG00000022816	chr16	37597105	37656876
ENSMUSG00000034158	chr16	37688426	37712855
ENSMUSG00000022812	chr16	37909363	38066446
ENSMUSG00000034064	chr16	38343557	38370629
ENSMUSG00000022799	chr16	38417528	38533854
ENSMUSG00000022790	chr16	38713033	38847521
ENSMUSG00000022708	chr16	42696093	43462965
ENSMUSG00000116903	chr16	42704725	42732452
ENSMUSG00000022704	chr16	43681490	43747172
ENSMUSG00000022701	chr16	43710163	43784677
ENSMUSG00000052459	chr16	43887852	43960076
ENSMUSG00000022698	chr16	43959513	43983885
ENSMUSG00000022687	chr16	44305290	44379432
ENSMUSG00000022668	chr16	44547926	44566726
ENSMUSG00000022665	chr16	44913765	44951519
ENSMUSG00000022664	chr16	44959747	44979733
ENSMUSG00000022663	chr16	44978748	45008901
ENSMUSG00000022661	chr16	45202470	45229594
ENSMUSG00000033157	chr16	45549988	45563402
ENSMUSG00000033149	chr16	45565059	45773961
ENSMUSG00000022656	chr16	46208069	46318888
ENSMUSG00000033031	chr16	48814534	48840074
ENSMUSG00000032965	chr16	49519544	49591985
ENSMUSG00000055447	chr16	49620896	49735373
ENSMUSG00000022641	chr16	50012167	50252839
ENSMUSG00000022639	chr16	50530719	50555103
ENSMUSG00000022637	chr16	51851588	52028729
ENSMUSG00000022636	chr16	52069359	52274437
ENSMUSG00000035356	chr16	55631738	55659262
ENSMUSG00000022604	chr16	55720251	55755241
ENSMUSG00000098274	chr16	55786638	55791798
ENSMUSG00000022601	chr16	55794156	55829276
ENSMUSG00000052917	chr16	55868701	56010423
ENSMUSG00000035258	chr16	56298185	56510576
ENSMUSG00000022757	chr16	56506019	56537963
ENSMUSG00000022754	chr16	56625524	56706539
ENSMUSG00000022752	chr16	56941792	56977068
ENSMUSG00000022751	chr16	56977026	56987759
ENSMUSG00000022749	chr16	56989213	57051905
ENSMUSG00000022748	chr16	57122363	57427253
ENSMUSG00000035107	chr16	58228806	58293935
ENSMUSG00000022747	chr16	58286438	58344780
ENSMUSG00000022742	chr16	58490414	58537999
ENSMUSG00000022744	chr16	58548256	58616816
ENSMUSG00000022724	chr16	59292130	59325782
ENSMUSG00000022723	chr16	59311138	59421422
ENSMUSG00000022722	chr16	59433312	59459791
ENSMUSG00000022911	chr16	62614041	62667406
ENSMUSG00000022912	chr16	62674275	62749710
ENSMUSG00000052504	chr16	63363897	63684538
ENSMUSG00000054604	chr16	64672281	64681019
ENSMUSG00000022707	chr16	70110715	70366609
ENSMUSG00000022883	chr16	72105194	72844378
ENSMUSG00000052516	chr16	73688727	75244270
ENSMUSG00000032932	chr16	75542319	75563992
ENSMUSG00000022876	chr16	75655681	75819169
ENSMUSG00000022867	chr16	76810546	76913675
ENSMUSG00000022865	chr16	78098377	78159153
ENSMUSG00000022863	chr16	78129271	78174312
ENSMUSG00000022864	chr16	78337226	78374116
ENSMUSG00000022762	chr16	80997585	81425532
ENSMUSG00000022889	chr16	84502276	84533793
ENSMUSG00000053062	chr16	84570764	84623269
ENSMUSG00000022890	chr16	84614160	84633154
ENSMUSG00000008976	chr16	84631140	84660672
ENSMUSG00000022892	chr16	84746573	84971126
ENSMUSG00000022893	chr16	85590579	85600009
ENSMUSG00000022894	chr16	85653061	85698716
ENSMUSG00000116993	chr16	86566883	86677018
ENSMUSG00000052299	chr16	87173539	87229501
ENSMUSG00000025616	chr16	87251591	87280416
ENSMUSG00000025613	chr16	87279168	87292801
ENSMUSG00000025610	chr16	87350202	87393821
ENSMUSG00000025612	chr16	87495782	87530234
ENSMUSG00000022982	chr16	90017408	90027657
ENSMUSG00000022983	chr16	90021504	90081434
ENSMUSG00000116656	chr16	90137122	90146590
ENSMUSG00000053414	chr16	90182901	90296443
ENSMUSG00000022972	chr16	90720584	90732080
ENSMUSG00000022973	chr16	90732969	90808396
ENSMUSG00000022974	chr16	90810925	90841431
ENSMUSG00000022971	chr16	91169618	91202723
ENSMUSG00000022969	chr16	91203012	91224600
ENSMUSG00000022967	chr16	91281942	91305789
ENSMUSG00000022965	chr16	91343906	91362512
ENSMUSG00000022964	chr16	91363830	91394697
ENSMUSG00000022962	chr16	91416576	91444536
ENSMUSG00000022961	chr16	91443949	91476605
ENSMUSG00000022957	chr16	91526169	91717485
ENSMUSG00000022956	chr16	91720317	91728575
ENSMUSG00000022951	chr16	92188840	92267755
ENSMUSG00000022952	chr16	92398354	92623037
ENSMUSG00000022948	chr16	93380340	93401219
ENSMUSG00000022947	chr16	93479726	93487879
ENSMUSG00000022946	chr16	93508690	93608264
ENSMUSG00000022940	chr16	94159589	94172701
ENSMUSG00000022898	chr16	94298587	94327743
ENSMUSG00000022897	chr16	94369804	94496380
ENSMUSG00000116720	chr16	94984498	95156535
ENSMUSG00000022895	chr16	95502847	95522095
ENSMUSG00000022913	chr16	95778481	95792202
ENSMUSG00000022914	chr16	95793217	95883940
ENSMUSG00000116673	chr16	97802510	97883698
ENSMUSG00000116858	chr17	3248385	3374267
ENSMUSG00000034265	chr17	5541903	5805539
ENSMUSG00000034345	chr17	6130061	6137387
ENSMUSG00000034377	chr17	6156712	6301403
ENSMUSG00000052397	chr17	7005440	7050611
ENSMUSG00000033450	chr17	8144790	8153729
ENSMUSG00000014426	chr17	12446508	12537890
ENSMUSG00000006818	chr17	13224095	13259591
ENSMUSG00000117042	chr17	13673781	13889153
ENSMUSG00000014763	chr17	15594911	15653845
ENSMUSG00000014769	chr17	15691080	15720013
ENSMUSG00000014767	chr17	15720150	15748641
ENSMUSG00000014771	chr17	15739470	15747590
ENSMUSG00000116590	chr17	17561082	17594468
ENSMUSG00000116564	chr17	17594527	17615161
ENSMUSG00000007564	chr17	21165573	21186208
ENSMUSG00000053347	chr17	22181101	22290149
ENSMUSG00000117284	chr17	22504852	22534096
ENSMUSG00000033972	chr17	22555085	22580718
ENSMUSG00000055839	chr17	24043708	24048148
ENSMUSG00000016946	chr17	24266694	24292522
ENSMUSG00000034681	chr17	24633504	24645325
ENSMUSG00000052752	chr17	24726687	24746949
ENSMUSG00000032855	chr17	24768808	24815482
ENSMUSG00000015127	chr17	25407262	25453525
ENSMUSG00000015126	chr17	25458750	25461773
ENSMUSG00000015120	chr17	25479482	25493856
ENSMUSG00000025736	chr17	26047777	26051447
ENSMUSG00000025733	chr17	26057427	26063825
ENSMUSG00000025732	chr17	26082668	26087763
ENSMUSG00000025731	chr17	26094048	26096143
ENSMUSG00000025730	chr17	26101088	26138976
ENSMUSG00000025728	chr17	26140833	26163934
ENSMUSG00000117596	chr17	26486369	26493718
ENSMUSG00000118107	chr17	26686205	26723912
ENSMUSG00000015575	chr17	26882205	26918621
ENSMUSG00000056692	chr17	27970209	28039657
ENSMUSG00000007570	chr17	28532488	28545546
ENSMUSG00000117084	chr17	28665474	28675431
ENSMUSG00000053436	chr17	28910268	28967381
ENSMUSG00000052712	chr17	29487762	29533039
ENSMUSG00000006705	chr17	31783674	31826696
ENSMUSG00000053390	chr17	33212084	33224821
ENSMUSG00000055240	chr17	33578866	33613647
ENSMUSG00000008668	chr17	34170972	34175057
ENSMUSG00000015468	chr17	34783220	34807477
ENSMUSG00000034786	chr17	34808774	34810728
ENSMUSG00000034673	chr17	34810240	34816375
ENSMUSG00000015478	chr17	34820060	34822693
ENSMUSG00000034254	chr17	34823161	34832423
ENSMUSG00000015474	chr17	34835635	34864382
ENSMUSG00000015461	chr17	34866091	34874056
ENSMUSG00000033327	chr17	34879431	34938789
ENSMUSG00000013787	chr17	35117256	35133048
ENSMUSG00000007034	chr17	35133442	35149412
ENSMUSG00000007038	chr17	35150165	35156292
ENSMUSG00000007050	chr17	35200838	35204868
ENSMUSG00000007029	chr17	35219871	35235305
ENSMUSG00000007041	chr17	35266900	35277725
ENSMUSG00000007039	chr17	35277987	35281073
ENSMUSG00000007036	chr17	35308192	35321969
ENSMUSG00000034595	chr17	36176485	36186488
ENSMUSG00000056116	chr17	36348020	36353650
ENSMUSG00000016206	chr17	37581106	37585384
ENSMUSG00000056492	chr17	43671009	43770448
ENSMUSG00000012296	chr17	46568640	46593995
ENSMUSG00000015597	chr17	46694512	46731846
ENSMUSG00000015605	chr17	46857767	46867119
ENSMUSG00000034729	chr17	47679620	47692441
ENSMUSG00000034165	chr17	47815767	47910624
ENSMUSG00000033475	chr17	47968416	47999311
ENSMUSG00000017831	chr17	53786241	53815975
ENSMUSG00000013236	chr17	56718507	56783537
ENSMUSG00000007603	chr17	57068902	57077097
ENSMUSG00000007670	chr17	57328051	57338587
ENSMUSG00000034116	chr17	57586095	57636235
ENSMUSG00000056515	chr17	65958723	66079839
ENSMUSG00000034647	chr17	66272693	66384084
ENSMUSG00000033278	chr17	66973841	67662085
ENSMUSG00000032796	chr17	68004223	68129642
ENSMUSG00000117231	chr17	71072834	71151170
ENSMUSG00000034868	chr17	71280119	71297959
ENSMUSG00000054469	chr17	73414926	73550368
ENSMUSG00000097546	chr17	74826654	74924179
ENSMUSG00000056121	chr17	78676641	78725581
ENSMUSG00000035473	chr17	80434877	80492531
ENSMUSG00000055760	chr17	80531866	80553793
ENSMUSG00000035051	chr17	80545723	80597905
ENSMUSG00000054640	chr17	81680534	82045891
ENSMUSG00000032624	chr17	83658295	83787794
ENSMUSG00000055817	chr17	84013240	84147096
ENSMUSG00000117485	chr17	84441432	84465552
ENSMUSG00000034998	chr17	88747825	88797961
ENSMUSG00000034709	chr17	88837509	88895800
ENSMUSG00000033855	chr17	88905112	88970014
ENSMUSG00000055660	chr17	95030018	95057487
ENSMUSG00000033960	chr18	4634606	4682869
ENSMUSG00000006740	chr18	6199099	6242174
ENSMUSG00000054321	chr18	14916228	15035158
ENSMUSG00000056124	chr18	20817647	20879504
ENSMUSG00000033382	chr18	20949301	21029499
ENSMUSG00000034295	chr18	24841680	25266581
ENSMUSG00000033632	chr18	25301843	25600379
ENSMUSG00000117465	chr18	30400111	30405186
ENSMUSG00000033628	chr18	30405791	30482373
ENSMUSG00000014504	chr18	34463837	34470906
ENSMUSG00000034300	chr18	34891882	34908122
ENSMUSG00000117869	chr18	35686424	35691369
ENSMUSG00000033272	chr18	36812184	36817453
ENSMUSG00000014294	chr18	36875383	36877618
ENSMUSG00000118257	chr18	38734534	38971060
ENSMUSG00000056671	chr18	42008648	42084468
ENSMUSG00000117662	chr18	42407417	42409048
ENSMUSG00000034653	chr18	44960813	45022791
ENSMUSG00000033319	chr18	46633638	46659094
ENSMUSG00000033184	chr18	46690358	46730605
ENSMUSG00000033022	chr18	46842652	46861627
ENSMUSG00000032905	chr18	46862694	46874886
ENSMUSG00000034484	chr18	53309287	53353963
ENSMUSG00000052713	chr18	55021120	55125684
ENSMUSG00000053644	chr18	56642759	56706023
ENSMUSG00000008301	chr18	56695515	56720784
ENSMUSG00000032656	chr18	56886031	57058635
ENSMUSG00000054072	chr18	60506680	60525706
ENSMUSG00000054008	chr18	60817566	60881766
ENSMUSG00000034320	chr18	61325989	61344706
ENSMUSG00000033871	chr18	61431195	61533735
ENSMUSG00000098098	chr18	61747529	61780562
ENSMUSG00000033032	chr18	61862059	61919793
ENSMUSG00000032735	chr18	61932463	62044916
ENSMUSG00000032688	chr18	65564009	65612138
ENSMUSG00000009535	chr18	68432855	68457924
ENSMUSG00000053477	chr18	69476427	69822150
ENSMUSG00000025885	chr18	74574007	74907382
ENSMUSG00000025880	chr18	75500374	75529006
ENSMUSG00000052928	chr18	75564295	75830766
ENSMUSG00000025421	chr18	77031788	77063012
ENSMUSG00000025423	chr18	77152729	77243405
ENSMUSG00000025428	chr18	77861429	77871841
ENSMUSG00000025429	chr18	77877585	77971467
ENSMUSG00000056214	chr18	80090070	80165531
ENSMUSG00000053950	chr18	80143058	80195057
ENSMUSG00000034006	chr18	80296434	80335948
ENSMUSG00000033323	chr18	80451173	80513155
ENSMUSG00000033016	chr18	80649266	80756295
ENSMUSG00000056162	chr18	84628633	84668220
ENSMUSG00000056153	chr18	88683348	88945635
ENSMUSG00000035372	chr19	3758281	3768533
ENSMUSG00000054611	chr19	4364447	4448313
ENSMUSG00000033760	chr19	4806499	4817093
ENSMUSG00000006456	chr19	4850597	4861663
ENSMUSG00000034108	chr19	4874370	4889374
ENSMUSG00000056481	chr19	5118106	5120710
ENSMUSG00000056201	chr19	5540483	5545229
ENSMUSG00000056917	chr19	5700692	5713738
ENSMUSG00000054874	chr19	5714662	5739029
ENSMUSG00000007338	chr19	6103652	6107871
ENSMUSG00000056612	chr19	6951982	6955441
ENSMUSG00000056629	chr19	6955107	6957869
ENSMUSG00000117901	chr19	7064834	7065786
ENSMUSG00000053080	chr19	7394327	7403272
ENSMUSG00000118280	chr19	8229233	8296536
ENSMUSG00000052562	chr19	8312731	8382475
ENSMUSG00000010095	chr19	8684245	8701108
ENSMUSG00000010110	chr19	8718712	8733440
ENSMUSG00000010097	chr19	8734088	8748289
ENSMUSG00000117924	chr19	8748348	8751326
ENSMUSG00000118346	chr19	8749298	8751844
ENSMUSG00000010663	chr19	10160167	10174241
ENSMUSG00000034820	chr19	10502236	10525107
ENSMUSG00000034371	chr19	10565155	10583018
ENSMUSG00000034659	chr19	10848021	10859365
ENSMUSG00000035171	chr19	21556281	21630340
ENSMUSG00000052387	chr19	22116410	22972774
ENSMUSG00000097930	chr19	22955583	23071043
ENSMUSG00000033863	chr19	23118187	23148497
ENSMUSG00000033207	chr19	23279973	23425886
ENSMUSG00000032702	chr19	25214076	25411867
ENSMUSG00000052942	chr19	28236251	28657667
ENSMUSG00000016495	chr19	29325999	29344824
ENSMUSG00000016496	chr19	29344529	29365495
ENSMUSG00000097855	chr19	29442145	29500635
ENSMUSG00000052920	chr19	30541889	31742479
ENSMUSG00000053536	chr19	31060237	31064469
ENSMUSG00000052595	chr19	31846164	31926395
ENSMUSG00000118366	chr19	31927484	31929761
ENSMUSG00000097787	chr19	32364797	32372888
ENSMUSG00000013662	chr19	32599057	32717186
ENSMUSG00000013663	chr19	32734885	32803560
ENSMUSG00000034459	chr19	34618271	34632174
ENSMUSG00000009378	chr19	34642642	34724858
ENSMUSG00000033610	chr19	34784339	34856865
ENSMUSG00000056999	chr19	37245688	37340729
ENSMUSG00000012443	chr19	37364799	37410307
ENSMUSG00000053799	chr19	37509327	37672596
ENSMUSG00000054237	chr19	38176712	38212967
ENSMUSG00000055044	chr19	40209617	40260533
ENSMUSG00000035049	chr19	41847867	41884649
ENSMUSG00000011752	chr19	41900341	41907104
ENSMUSG00000034321	chr19	41908563	41921862
ENSMUSG00000018821	chr19	42110642	42131298
ENSMUSG00000018820	chr19	42152390	42183601
ENSMUSG00000035342	chr19	45002853	45015551
ENSMUSG00000056209	chr19	45736173	45738030
ENSMUSG00000055491	chr19	46033325	46061354
ENSMUSG00000015176	chr19	46064234	46073983
ENSMUSG00000053617	chr19	47248613	47452889
ENSMUSG00000034765	chr19	53517532	53530862
ENSMUSG00000035173	chr19	56775913	56810652
ENSMUSG00000033478	chr19	57349112	57378018
ENSMUSG00000117655	chr19	57483949	57501221
ENSMUSG00000054843	chr19	57598926	58121775
ENSMUSG00000033417	chr19	60513134	60569535
